isqno,war,name,locn,campgn,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,is_hero,war2,war3,war4,war4_theater,dbpedia,cow_warno,cow_warname,war_initiator,parent
553,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",NABLUS,JORDAN,WEST BANK,A combination posture involving two distinct/separate postures,HD,PD,0.0,0.0,1.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Somwhat favors the attacker,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,10.0,clear cut,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
554,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",RAFAH,EGYPT,SINAI,An average or intermixture of two or more postures,PD,FD,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,10.0,clear cut,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
555,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR LAHFAN,EGYPT,SINAI,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,attacker win,14.5,clear cut,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
556,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",ABU AGEILA-UM KATEF,EGYPT,SINAI,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,20.0,clear cut,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,http://dbpedia.org/resource/Battle_of_Abu-Ageila_(1967),169.0,Six Day War of 1967,1,
557,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",EL ARISH,EGYPT,SINAI,An average or intermixture of two or more postures,PD,FD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,8.0,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
558,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",JEBEL LIBNI,EGYPT,SINAI,A combination posture involving two distinct/separate postures,PD,DL,1.0,0.0,1.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,draw,5.0,not clear cut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
559,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",GAZA STRIP,EGYPT,SINAI,A combination posture involving two distinct/separate postures,PD,FD,1.0,1.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,16.0,clear cut,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
560,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR HASSNA-BIR THAMADA,EGYPT,SINAI,A combination posture involving two distinct/separate postures,PD,DL,1.0,0.0,1.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,28.0,clear cut,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
561,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",MITLA PASS,EGYPT,SINAI,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",,,,,0.0,0.0,0.0,0.0,,,0.0,clear cut,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,0,
562,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR HAMMA-BIR GIFGAFA,EGYPT,SINAI,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",DL,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,25.0,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
563,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",NAKHL,EGYPT,SINAI,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,15.0,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
564,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",BIR GIFGAFA,EGYPT,SINAI,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,0,
565,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",TEL FAHAR-BANIAS,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,5.0,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,1,"ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
566,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",RAWIYEH,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,6.0,clear cut,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
567,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",ZAOURA-KALA,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,7.5,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,1,"ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169.0,Six Day War of 1967,1,
568,"ARAB-ISRAELI WAR, 1968",KERAMA,JORDAN,JORDAN VALLEY,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,draw,0.0,not clear cut,1.0,,1.0,1.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,1,,,War of Attrition of 1967-1970,,http://dbpedia.org/resource/Battle_of_Karameh,,,1,
569,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, NORTH",EGYPT,SUEZ 1973,A combination posture involving two distinct/separate postures,PD,FD,1.0,0.0,0.0,Neither side had theater air superiority,Complete surprise achieved by attacker,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,attacker win,5.0,clear cut,,0.0,,0.0,2.0,0.0,,0.0,2.0,2.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Operation_Badr_(1973),181.0,Yom Kippur War of 1973,1,
570,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, SOUTH",EGYPT,SUEZ 1973,A combination posture involving two distinct/separate postures,PD,FD,1.0,0.0,0.0,Neither side had theater air superiority,Complete surprise achieved by attacker,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,attacker win,5.0,clear cut,,0.0,,0.0,2.0,0.0,,0.0,2.0,2.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Operation_Badr_(1973),181.0,Yom Kippur War of 1973,1,
571,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SECOND ARMY BUILDUP,EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,attacker win,3.0,clear cut,,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Operation_Badr_(1973),181.0,Yom Kippur War of 1973,1,
572,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",THIRD ARMY BUILDUP,EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,attacker win,3.0,clear cut,,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Operation_Badr_(1973),181.0,Yom Kippur War of 1973,1,
573,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KANTARA-FIRDAN,EGYPT,SUEZ 1973,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors the attacker,2.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,clear cut,1.0,0.0,1.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Operation_Badr_(1973),181.0,Yom Kippur War of 1973,0,
574,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, NORTH",EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_the_Sinai,181.0,Yom Kippur War of 1973,1,
575,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, SOUTH",EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_the_Sinai,181.0,Yom Kippur War of 1973,1,
576,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR (CHINESE FARM I),EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,7.0,clear cut,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_the_Chinese_Farm,181.0,Yom Kippur War of 1973,0,
577,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR (CHINESE FARM II),EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,10.0,clear cut,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_the_Chinese_Farm,181.0,Yom Kippur War of 1973,0,
578,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR WEST,EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,attacker win,5.0,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_the_Chinese_Farm,181.0,Yom Kippur War of 1973,0,
579,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ISMAILIA,EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.2,clear cut,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_Ismailia,181.0,Yom Kippur War of 1973,0,
580,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",JEBEL GENEIFA,EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,attacker win,120.0,clear cut,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181.0,Yom Kippur War of 1973,0,
581,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SHALLUFA I,EGYPT,SUEZ 1973,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,attacker win,10.0,clear cut,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_Suez,181.0,Yom Kippur War of 1973,0,
582,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SHALLUFA II,EGYPT,SUEZ 1973,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,20.0,clear cut,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_Suez,181.0,Yom Kippur War of 1973,0,
583,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SUEZ,EGYPT,SUEZ 1973,An average or intermixture of two or more postures,HD,PD,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,44.0,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Battle_of_Suez,181.0,Yom Kippur War of 1973,0,
584,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ADABIYA,EGYPT,SUEZ 1973,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",WD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,attacker win,40.0,clear cut,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181.0,Yom Kippur War of 1973,0,
585,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KUNEITRA,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,,,,0.0,0.0,0.0,0.0,0.0,0.0,draw,8.0,not clear cut,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Valley_of_Tears,181.0,Yom Kippur War of 1973,1,
586,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",AHMADIYEH,SYRIA,GOLAN,An average or intermixture of two or more postures,FD,PD,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,clear cut,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Valley_of_Tears,181.0,Yom Kippur War of 1973,1,
587,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",RAFID,SYRIA,GOLAN,An average or intermixture of two or more postures,FD,PD,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,,,,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,10.0,clear cut,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Valley_of_Tears,181.0,Yom Kippur War of 1973,1,
588,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",YEHUDA-EL AL,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,,Substantial surprise achieved by attacker,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Valley_of_Tears,181.0,Yom Kippur War of 1973,1,
589,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",NAFEKH,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,,Substantial surprise achieved by attacker,,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,clear cut,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/First_Battle_of_Mount_Hermon,181.0,Yom Kippur War of 1973,1,
590,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL FARRIS,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,attacker win,12.0,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Valley_of_Tears,181.0,Yom Kippur War of 1973,0,
591,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",HUSHNIYAH,SYRIA,GOLAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,attacker win,5.1,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Valley_of_Tears,181.0,Yom Kippur War of 1973,0,
592,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMONIT,SYRIA,GOLAN,An average or intermixture of two or more postures,FD,PD,0.0,0.0,0.0,,"Neither side achieved surprise, or it did not affect the outcome",,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,http://dbpedia.org/resource/Valley_of_Tears,181.0,Yom Kippur War of 1973,1,
